spanish	reference	candidate	bleu	rogue	pos_reference	pos_candidate	bleu_pos	rogue_pos
"Es una tarea difícil elegir qué está ""bien"" o ""mal"", pero has de hacerlo."	"It is a difficult task, choosing what is ""right"" or ""wrong"", but you have to do it."	"It's a difficult task to choose what's ""good"" or ""bad"", but you have to."	30.596772010220075	0.4827586157431629	X X X X X X X X X X X X X X X PUNCT INTJ PUNCT PRON VERB ADV VERB INTJ PUNCT	X X X X X X X X X X X X X X X X X X X X X X	60.01340438097551	0.2857142832653061
Eso no va a cambiar nada.	That won't change anything.	That's not gonna change anything.	30.213753973567677	0.4444444395061729	X X AUX VERB PROPN PUNCT	X X X X VERB PROPN PUNCT	30.739407647563215	0.8888888839506174
Eso va a costar 30 €.	This will cost €30.	That's going to cost 30 €.	7.809849842300637	0.1999999952000001	NOUN AUX VERB SYM NUM PUNCT	NOUN VERB VERB PART VERB NUM SYM SYM	7.809849842300637	0.5454545404958678
Gano 100 € al día.	I make €100 a day.	I earn €100 a day.	53.7284965911771	0.7999999950000002	PRON VERB SYM NUM NUM NOUN PUNCT	PRON VERB SYM NUM NUM NOUN PUNCT	100.00000000000004	0.999999995
Quizás me dé pronto por vencido y en lugar de eso me eche una siesta.	I may give up soon and just nap instead.	Maybe I'll give up soon and take a nap instead.	33.932513407933634	0.6315789423822715	PRON AUX VERB INTJ INTJ PUNCT X X X X	AUX PRON AUX VERB INTJ INTJ PUNCT VERB DET NOUN ADP PUNCT	41.72261448611505	0.7142857093877552
Eso es porque no quieres estar solo.	It's because you don't want to be alone.	That's because you don't want to be alone.	86.33400213704509	0.874999995	X X INTJ NOUN AUX ADV VERB PART VERB ADJ PUNCT	NOUN VERB INTJ NOUN AUX ADV VERB PART VERB ADJ PUNCT	78.60753021519781	0.9411764656055364
Eso no va a pasar.	That won't happen.	That's not gonna happen.	21.3643503198117	0.2857142808163266	X X AUX VERB PUNCT	NOUN VERB ADV AUX VERB PUNCT	30.213753973567677	0.6666666617283951
A veces él puede ser un chico raro.	Sometimes he can be a strange guy.	Sometimes he can be a weird guy.	59.4603557501361	0.8571428521428571	INTJ PRON ADV VERB DET ADJ NOUN PUNCT	INTJ PRON ADV VERB DET ADJ NOUN PUNCT	100.00000000000004	0.999999995
Me voy a esforzar por no molestarte en tus estudios.	I'll do my best not to disturb your studying.	I'm going to try hard not to bother you in your studies.	7.347053125977879	0.2999999950500001	PRON AUX VERB INTJ INTJ INTJ INTJ VERB X X X	PRON AUX VERB INTJ INTJ INTJ INTJ INTJ VERB INTJ X X X X	61.62607099729587	0.999999995
Sólo puedo preguntarme si acaso es lo mismo para todos los demás.	I can only wonder if this is the same for everyone else.	I can only wonder if it's the same for everyone else.	67.61304462994481	0.8695652124007562	PRON AUX ADV VERB INTJ NOUN AUX VERB ADJ INTJ INTJ INTJ PUNCT	PRON AUX ADV VERB INTJ INTJ VERB ADV ADJ INTJ INTJ INTJ PUNCT	59.230330720232516	0.9333333283555556
Supongo que es diferente cuando lo consideras a largo plazo.	I suppose it's different when you think about it over the long term.	I guess it's different when you consider it in the long run.	23.566578558703185	0.6399999950080001	INTJ VERB PRON VERB X X X VERB ADP NOUN ADP DET ADJ NOUN PUNCT	INTJ INTJ INTJ VERB X X X VERB NOUN INTJ X X NOUN PUNCT	31.72881761934105	0.7142857096938776
No te preocupes.	Don't worry about it!	Don't worry.	0.0	0.6666666622222223	NOUN AUX VERB ADP INTJ PUNCT	NOUN AUX VERB PUNCT	38.75385825373298	0.7999999952000001
Los llamaré cuando regrese mañana.	I'll call them tomorrow when I come back.	I'll call you when I get back tomorrow.	15.510080985034998	0.624999995	PRON AUX VERB PROPN PROPN X X VERB INTJ PUNCT	PRON AUX VERB INTJ INTJ PRON VERB INTJ INTJ PUNCT	22.08959113415789	0.8333333284722222
Siempre me gustaron más los personajes misteriosos.	I always liked mysterious characters more.	I always liked mysterious characters better.	64.34588841607616	0.8333333283333335	PRON ADV VERB ADJ NOUN INTJ PUNCT	PRON ADV VERB ADJ NOUN INTJ PUNCT	100.00000000000004	0.999999995
Deberías dormir.	You should sleep.	You should sleep.	100.00000000000004	0.999999995	NOUN AUX VERB PUNCT	NOUN AUX VERB PUNCT	100.00000000000004	0.999999995
Les dije que me mandaran otro boleto.	I told them to send me another ticket.	I told them to send me another ticket.	100.00000000000004	0.999999995	PRON VERB NOUN PART VERB PROPN PROPN PROPN PUNCT	PRON VERB NOUN PART VERB PROPN PROPN PROPN PUNCT	100.00000000000004	0.999999995
Eres tan impaciente conmigo.	You're so impatient with me.	You're so impatient with me.	100.00000000000004	0.999999995	NOUN VERB ADV ADJ INTJ INTJ PUNCT	NOUN VERB ADV ADJ INTJ INTJ PUNCT	100.00000000000004	0.999999995
No puedo vivir así.	I can't live that kind of life.	I can't live like this.	23.263472697663296	0.499999995138889	PRON AUX INTJ VERB X X X NOUN PUNCT	PRON AUX INTJ VERB VERB INTJ PUNCT	32.66828640925501	0.8333333284722222
Una vez quise ser astrofísico.	I once wanted to be an astrophysicist.	I wanted to be an astrophysicist once.	58.14307369682194	0.8571428521428571	PRON ADV VERB PART VERB PUNCT NOUN PUNCT	PRON VERB PART VERB X X X X	22.089591134157878	0.5999999952
Nunca me gustó la biología.	I never liked biology.	I never liked biology.	100.00000000000004	0.999999995	PRON ADV VERB NOUN PUNCT	PRON ADV VERB NOUN PUNCT	100.00000000000004	0.999999995
La última persona a la que le conté mi idea pensó que yo estaba loco.	The last person I told my idea to thought I was nuts.	The last person I told my idea to thought I was crazy.	84.23626743789745	0.9090909040909091	NUM NOUN NOUN NOUN VERB ADJ NOUN INTJ VERB PRON VERB PROPN PUNCT	NUM NOUN NOUN NOUN VERB ADJ NOUN INTJ VERB PRON AUX VERB PUNCT	77.05017416604481	0.874999995
Si el mundo no fuera como es, yo podría confiar en cualquiera.	If the world weren't in the shape it is now, I could trust anyone.	If the world wasn't the way it is, I could trust anyone.	42.89307919773264	0.666666661701389	PUNCT NOUN NOUN AUX VERB INTJ PUNCT NOUN NOUN AUX INTJ PUNCT PRON AUX VERB PROPN PUNCT	PUNCT NOUN NOUN AUX VERB INTJ INTJ NOUN AUX VERB PRON AUX VERB PROPN PUNCT	54.426087534866156	0.999999995
Desafortunadamente es verdad.	Unfortunately, it's true.	Unfortunately it's true.	49.76093899250716	0.6666666616666668	INTJ INTJ INTJ VERB ADJ PUNCT	INTJ INTJ VERB ADJ PUNCT	81.87307530779823	0.999999995
Están muy ocupados peleándose entre ellos, como para preocuparse por los ideales comunes.	They are too busy fighting against each other to care for common ideals.	They're too busy fighting each other, to worry about common ideals.	20.953980708003318	0.5833333283680556	PRON VERB ADV ADV VERB ADP X X X X X X X X	PRON VERB ADV ADJ VERB INTJ PUNCT X X X X X X X	54.45178846139407	0.6666666618055556
La mayoría de la gente cree que estoy loco.	Most people think I'm crazy.	Most people think I'm crazy.	100.00000000000004	0.999999995	INTJ NOUN VERB NOUN VERB ADJ PUNCT	INTJ NOUN VERB NOUN VERB ADJ PUNCT	100.00000000000004	0.999999995
¡No, no lo soy! ¡Lo eres tú!	No I'm not; you are!	No, I'm not!	17.030578356760866	0.24999999531250006	INTJ NOUN AUX VERB INTJ PRON VERB PUNCT	PUNCT INTJ PRON AUX VERB ADJ	17.39350277271197	0.4999999950000001
¡Esa es mi frase!	That's my line!	That's my line!	100.00000000000004	0.999999995	PUNCT VERB PUNCT NOUN PUNCT	PUNCT VERB PUNCT NOUN PUNCT	100.00000000000004	0.999999995
¡¡Él está pateándome!!	He's kicking me!	He's kicking me!	100.00000000000004	0.999999995	X X VERB PROPN PUNCT	X X VERB PROPN PUNCT	100.00000000000004	0.999999995
¿Estás seguro?	Are you sure?	Are you sure?	100.00000000000004	0.999999995	VERB PRON VERB PUNCT	VERB PRON VERB PUNCT	100.00000000000004	0.999999995
Entonces tenemos un problema...	Then there is a problem...	Then we have a problem...	54.10822690539397	0.5999999950000001	PUNCT NOUN VERB X X PUNCT	PUNCT NOUN VERB DET NOUN PUNCT	32.46679154750991	0.749999995
¡Ah, allí hay una mariposa!	Oh, there's a butterfly!	Ah, there's a butterfly!	75.98356856515926	0.749999995	INTJ INTJ NOUN VERB X X X	INTJ PUNCT NOUN VERB X X X	64.34588841607616	0.8888888839506174
¡Date prisa!	Hurry up.	Hurry up!	0.0	0.4999999950000001	INTJ INTJ PUNCT	INTJ INTJ PUNCT	0.0	0.999999995
No me sorprende.	It doesn't surprise me.	I'm not surprised.	12.44023474812678	0.0	X X AUX VERB INTJ PUNCT	PRON VERB ADV ADJ PUNCT	10.400597689005304	0.3999999950000001
Si yo pudiera ser así...	If I could be like that...	If I could be like this...	59.694917920196445	0.8333333283333335	VERB NOUN AUX VERB INTJ INTJ PUNCT	VERB NOUN AUX VERB VERB INTJ PUNCT	51.697315395717055	0.999999995
Por alguna razón, me siento más vivo por la noche.	For some reason I feel more alive at night.	For some reason, I feel more alive at night.	70.16879391277372	0.888888883888889	INTJ INTJ INTJ PRON VERB ADV ADJ PUNCT INTJ PUNCT	INTJ INTJ INTJ INTJ PRON VERB ADV ADJ PUNCT INTJ PUNCT	89.31539818068698	0.999999995
Eso depende del contexto.	That depends on the context.	That depends on the context.	100.00000000000004	0.999999995	NOUN VERB ADP DET NOUN PUNCT	NOUN VERB ADP DET NOUN PUNCT	100.00000000000004	0.999999995
¡¿Acaso te quieres burlar de mí?!	Are you freaking kidding me?!	Do you want to make fun of me?!	16.784459625186194	0.3076923029585799	VERB NOUN X X X SYM PUNCT	AUX NOUN VERB PART VERB NOUN ADP PRON AUX PUNCT	9.287528999566801	0.499999995138889
Es la cosa más estúpida que he dicho nunca.	That's the stupidest thing I've ever said.	It's the stupidest thing I've ever said.	84.08964152537145	0.8571428521428571	INTJ VERB ADV ADJ NOUN PRON VERB ADV VERB PUNCT	X VERB ADV ADJ NOUN PRON VERB ADV VERB PUNCT	88.01117367933934	0.8571428521428571
¡¡No quiero ser patético, quiero ser guay!!	I don't want to be lame; I want to be cool!!	I don't want to be pathetic, I want to be cool!!	69.97522298221911	0.8571428521428571	PRON AUX ADV VERB INTJ INTJ INTJ INTJ PRON VERB INTJ INTJ INTJ INTJ PUNCT	PRON AUX ADV VERB PRON VERB INTJ INTJ PRON VERB INTJ INTJ INTJ INTJ PUNCT	75.98356856515926	0.999999995
Cuando crezca, quiero ser un rey.	When I grow up, I want to be a king.	When I grow up, I want to be a king.	100.00000000000004	0.999999995	VERB NOUN VERB INTJ INTJ PRON VERB PRON VERB DET PROPN PUNCT	VERB NOUN VERB INTJ INTJ PRON VERB PRON VERB DET PROPN PUNCT	100.00000000000004	0.999999995
América es un lugar encantador para vivir, si estás aquí para ganar dinero.	America is a lovely place to be, if you are here to earn money.	America is a lovely place to live, if you're here to make money.	40.51111355130968	0.7199999950079999	X X X X X INTJ INTJ INTJ INTJ NOUN AUX VERB PART VERB NOUN PUNCT	X X X X X X INTJ PUNCT INTJ NOUN AUX VERB PART VERB NOUN PUNCT	74.47819789879651	0.999999995
Estoy tan gordo.	I'm so fat.	I'm so fat.	100.00000000000004	0.999999995	NOUN VERB ADV ADJ PUNCT	NOUN VERB ADV ADJ PUNCT	100.00000000000004	0.999999995
¿Entonces qué?	So what?	Then what?	0.0	0.4999999950000001	X X X	PUNCT NOUN PUNCT	0.0	0.0
Voy a pegarle un tiro.	I'm gonna shoot him.	I'm gonna shoot him.	100.00000000000004	0.999999995	PRON AUX AUX VERB PRON PUNCT	PRON AUX AUX VERB PRON PUNCT	100.00000000000004	0.999999995
No soy un pez de verdad, sólo soy un peluche.	I'm not a real fish, I'm just a mere plushy.	I'm not a real fish, I'm just a stuffed animal.	72.92571723872932	0.749999995	PRON VERB X X X NOUN INTJ PRON VERB ADV ADV ADJ ADJ PUNCT	PRON VERB ADV NUM ADJ NOUN INTJ PRON VERB ADV NUM ADJ NOUN PUNCT	34.234749558690204	0.874999995
¡Yo sólo lo digo!	I'm just saying!	I'm just saying!	100.00000000000004	0.999999995	NOUN VERB INTJ INTJ PUNCT	NOUN VERB INTJ INTJ PUNCT	100.00000000000004	0.999999995
Eso fue probablemente lo que influenció su decisión.	That was probably what influenced their decision.	That's probably what influenced his decision.	26.647313141084275	0.6153846104142012	PUNCT VERB X X X X NOUN PUNCT	PUNCT VERB INTJ X X X NOUN PUNCT	59.4603557501361	0.8888888839506174
Siempre me he preguntado cómo será tener hermanos.	I've always wondered what it'd be like to have siblings.	I've always wondered what it's like to have brothers.	35.54333944875169	0.7368421002770082	PRON ADV ADV VERB PRON NOUN AUX VERB VERB PART VERB NOUN PUNCT	PRON VERB ADV VERB PRON NOUN AUX VERB PART VERB PROPN PUNCT	51.37480412538583	0.9333333283555556
Esto es lo que yo habría dicho.	This is what I would have said.	This is what I would have said.	100.00000000000004	0.999999995	NOUN VERB PRON PRON AUX VERB INTJ PUNCT	NOUN VERB PRON PRON AUX VERB INTJ PUNCT	100.00000000000004	0.999999995
Me tomaría una eternidad explicarte todo.	It would take forever for me to explain everything.	It would take me forever to explain everything to you.	25.965358893403383	0.7777777727777778	NOUN AUX VERB INTJ INTJ INTJ INTJ VERB NOUN PUNCT	NOUN AUX VERB INTJ INTJ INTJ VERB NOUN INTJ INTJ PUNCT	74.19446627365011	0.999999995
Eso es porque eres una chica.	That's because you're a girl.	That's because you're a girl.	100.00000000000004	0.999999995	SYM VERB INTJ PRON VERB DET NOUN PUNCT	SYM VERB INTJ PRON VERB DET NOUN PUNCT	100.00000000000004	0.999999995
Algunas veces no puedo evitar mostrar mis sentimientos.	Sometimes I can't help showing emotions.	Sometimes I can't help but show my feelings.	31.55984539112946	0.5714285665306124	AUX PRON AUX VERB NOUN VERB NOUN PUNCT	INTJ PRON AUX VERB INTJ INTJ VERB PRON NOUN PUNCT	20.556680845025987	0.9090909041322315
Es una palabra para la que me gustaría encontrar una sustituta.	It's a word I'd like to find a substitute for.	It's a word I'd like to find a replacement for.	74.19446627365011	0.888888883888889	X X X NOUN PRON AUX VERB PART VERB INTJ INTJ INTJ PUNCT	PRON VERB DET NOUN PRON AUX VERB PART VERB X X X PUNCT	49.73567356124543	0.749999995
Eso sería algo que habría que programar.	It would be something I'd have to program.	That would be something to be programmed.	20.612390921238426	0.5714285665306124	PRON AUX VERB NOUN PRON AUX VERB PART VERB PUNCT	AUX ADV VERB X X X X X	5.11459870708889	0.39999999520000007
No tengo la intención de ser egoísta.	I don't intend to be selfish.	I don't mean to be selfish.	48.892302243490086	0.8333333283333335	PRON AUX ADV VERB PART VERB ADJ PUNCT	PRON AUX ADV VERB PART VERB ADJ PUNCT	100.00000000000004	0.999999995
Pensemos en lo peor que podría pasar.	Let's consider the worst that could happen.	Let's think about the worst that could happen.	61.04735835807847	0.7999999950222222	AUX PRON VERB DET NOUN PRON AUX VERB PUNCT	AUX PRON VERB ADP DET NOUN PRON AUX VERB PUNCT	65.80370064762461	0.9230769181065088
¿Cuántos amigos íntimos tienes?	How many close friends do you have?	How many close friends do you have?	100.00000000000004	0.999999995	X X ADJ NOUN VERB PRON VERB PUNCT	X X ADJ NOUN VERB PRON VERB PUNCT	100.00000000000004	0.999999995
Yo puedo ser antisocial, pero eso no significa que no hable con la gente.	I may be antisocial, but it doesn't mean I don't talk to people.	I can be antisocial, but that doesn't mean I don't talk to people.	66.06328636027618	0.8333333283333335	PRON AUX VERB ADJ INTJ PUNCT PRON AUX VERB VERB PRON VERB ADV VERB PROPN PROPN PUNCT	PRON AUX VERB ADJ INTJ PUNCT PRON AUX ADV VERB PRON VERB ADV VERB PROPN PROPN PUNCT	82.82477531331043	0.999999995
Así ha sido siempre.	It's always been that way.	That's how it's always been.	17.965205598154213	0.3999999950000001	PRON VERB ADV VERB INTJ ADJ PUNCT	X X VERB NOUN VERB ADV VERB PUNCT	22.089591134157878	0.5454545404958678
Creo que lo mejor es no ser maleducado.	I think it is best not to be impolite.	I think it's best not to be rude.	33.010083098515025	0.7058823479584776	PRON VERB NOUN VERB INTJ INTJ ADV VERB ADJ PUNCT	PRON VERB PRON VERB INTJ INTJ X X ADJ PUNCT	22.957488466614326	0.7692307642603551
Uno siempre puede encontrar tiempo.	One can always find time.	One can always find time.	100.00000000000004	0.999999995	NOUN AUX ADV VERB NOUN PUNCT	NOUN AUX ADV VERB NOUN PUNCT	100.00000000000004	0.999999995
Yo seré infeliz, pero no me suicidaría.	I'd be unhappy, but I wouldn't kill myself.	I'll be unhappy, but I wouldn't kill myself.	88.01117367933934	0.874999995	INTJ INTJ VERB INTJ INTJ PUNCT PRON AUX VERB VERB INTJ PUNCT	INTJ INTJ VERB INTJ INTJ PUNCT PRON AUX VERB VERB INTJ PUNCT	100.00000000000004	0.999999995
Cuando yo estaba en el instituto me levantaba a las 6 todas las mañanas.	Back in high school, I got up at 6 a.m. every morning.	When I was in high school, I got up at 6:00 every morning.	56.35190098079901	0.7199999950079999	INTJ PUNCT INTJ PUNCT INTJ PRON VERB ADV SYM NUM NUM NUM NOUN PUNCT	VERB PRON VERB PUNCT INTJ PUNCT INTJ PRON VERB ADV SYM NUM NUM NOUN PUNCT	75.34943606303632	0.999999995
Cuando me desperté estaba triste.	When I woke up, I was sad.	When I woke up, I was sad.	100.00000000000004	0.999999995	AUX PRON VERB INTJ INTJ PRON VERB INTJ PUNCT	AUX PRON VERB INTJ INTJ PRON VERB INTJ PUNCT	100.00000000000004	0.999999995
Por fin está más o menos explicado.	That is somewhat explained at the end.	It's finally more or less explained.	6.770186228657864	0.1538461488757398	NOUN VERB ADV VERB PART VERB NOUN PUNCT	ADV VERB ADV ADV ADV ADJ INTJ PUNCT	14.535768424205482	0.5999999950000001
Yo pensaba que te gustaba aprender cosas nuevas.	I thought you liked to learn new things.	I thought you liked to learn new things.	100.00000000000004	0.999999995	PRON VERB NOUN VERB PART VERB PROPN NOUN PUNCT	PRON VERB NOUN VERB PART VERB PROPN NOUN PUNCT	100.00000000000004	0.999999995
La mayoría de la gente escribe sobre su vida cotidiana.	Most people write about their daily life.	Most people write about their daily lives.	70.71067811865478	0.8571428521428571	ADJ NOUN VERB X X PUNCT NOUN PUNCT	ADJ NOUN VERB ADP PROPN PUNCT NOUN PUNCT	34.57207846419412	0.7272727223140496
Si pudiera enviarte un malvavisco, Trang, lo haría.	If I could send you a marshmallow, Trang, I would.	If I could send you a marshmallow, Trang, I would.	100.00000000000004	0.999999995	AUX PRON AUX VERB X X X X PUNCT INTJ PRON AUX X	AUX PRON AUX VERB X X X X PUNCT INTJ PRON AUX X	100.00000000000004	0.999999995
Para hacer eso, tienes que arriesgarte.	In order to do that, you have to take risks.	To do that, you have to risk it.	43.98917247584221	0.5882352891349482	AUX VERB INTJ VERB INTJ PUNCT PRON VERB PART VERB NOUN PUNCT	INTJ VERB INTJ PUNCT NOUN VERB ADV VERB NOUN PUNCT	32.16094349518414	0.6666666618055556
Todas las personas que están solas, están solas porque tienen miedo de los demás.	Every person who is alone is alone because they are afraid of others.	All the people who are alone are alone because they are afraid of others.	50.31747626530137	0.7272727222727273	NOUN NOUN PRON AUX ADV VERB PUNCT INTJ PRON VERB VERB ADP PROPN PUNCT	PUNCT NOUN NOUN NOUN VERB ADV VERB ADJ ADP PRON VERB VERB ADV INTJ PUNCT	16.097917484509626	0.5882352891349482
¿Por qué lo preguntas?	Why do you ask?	Why do you ask?	100.00000000000004	0.999999995	INTJ VERB PRON VERB PUNCT	INTJ VERB PRON VERB PUNCT	100.00000000000004	0.999999995
No soy un artista. Nunca tuve mente para ello.	I am not an artist. I never had the knack for it.	I'm not an artist. I never had a mind for it.	53.5536059195526	0.7272727222727273	PRON VERB ADV PUNCT NOUN PUNCT PRON ADV VERB X X X X PUNCT	PRON VERB ADV PUNCT NOUN PUNCT PRON ADV VERB X X X X X	91.93227152249175	0.999999995
No puedo decírselo ahora. Ya no es tan simple.	I can't tell her now. It's not that simple anymore.	I can't tell you now, it's not that simple anymore.	43.66835442847811	0.699999995	PRON AUX VERB VERB INTJ INTJ PUNCT PRON VERB ADV VERB ADJ INTJ PUNCT	PRON AUX VERB VERB INTJ INTJ INTJ INTJ VERB ADV VERB ADJ INTJ PUNCT	69.97522298221911	0.999999995
Soy una persona que tiene muchos defectos, pero esos defectos pueden ser corregidos fácilmente.	I am a flawed person, but these are flaws that can easily be fixed.	I am a person who has many defects, but those defects can be easily corrected.	12.729922658368396	0.41379309845422124	PRON VERB ADV ADJ NOUN INTJ PUNCT NOUN VERB NOUN PRON AUX ADV VERB VERB PUNCT	PRON VERB ADJ NOUN PRON VERB ADJ NOUN PUNCT X X NOUN AUX VERB ADV VERB PUNCT	11.64394847706997	0.749999995
Cada vez que encuentro algo que me gusta, es demasiado caro.	Whenever I find something I like, it's too expensive.	Every time I find something I like, it's too expensive.	80.70557274927978	0.823529406782007	PUNCT NOUN VERB NOUN INTJ INTJ INTJ INTJ VERB ADV ADJ PUNCT	INTJ NOUN NOUN VERB NOUN INTJ INTJ INTJ INTJ VERB ADV ADJ PUNCT	82.4236750264605	0.999999995
¿Cuánto tiempo estuviste?	How long did you stay?	How long were you?	20.80119537801062	0.4444444395061729	ADV ADV AUX X VERB PUNCT	ADV ADV VERB NOUN PUNCT	20.80119537801062	0.6666666617283951
Quizás sea lo mismo para él.	Maybe it will be exactly the same for him.	Maybe it's the same for him.	41.91742490576712	0.6666666618666668	AUX PRON AUX VERB ADV ADV ADJ INTJ INTJ PUNCT	INTJ INTJ VERB ADV ADJ INTJ INTJ PUNCT	44.55712753184426	0.8333333284722222
La inocencia es una cosa hermosa.	Innocence is a beautiful thing.	Innocence is a beautiful thing.	100.00000000000004	0.999999995	NOUN VERB DET ADJ NOUN PUNCT	NOUN VERB DET ADJ NOUN PUNCT	100.00000000000004	0.999999995
Los humanos nunca fueron hechos para vivir eternamente.	Humans were never meant to live forever.	Humans were never made to live forever.	50.000000000000014	0.8571428521428571	NOUN VERB ADV VERB ADV VERB ADV PUNCT	NOUN VERB ADV VERB PART VERB ADV PUNCT	50.000000000000014	0.8888888839506174
No quiero perder mis ideas, aunque algunas de ellas sean un poco extremas.	I don't want to lose my ideas, even though some of them are a bit extreme.	I don't want to lose my ideas, even if some of them are a little extreme.	68.99302125555486	0.874999995	PRON AUX VERB VERB PART VERB PUNCT NOUN PUNCT INTJ PUNCT NOUN NOUN PRON VERB ADV ADV ADJ PUNCT	PRON AUX VERB VERB PART VERB PUNCT NOUN PUNCT INTJ INTJ NUM NOUN AUX VERB ADV INTJ ADJ PUNCT	56.1395904811696	0.9473684160664821
Creo que tengo una teoría sobre eso.	I think I have a theory about that.	I think I have a theory about that.	100.00000000000004	0.999999995	PRON VERB PRON VERB X X X X X	PRON VERB PRON VERB X X X X X	100.00000000000004	0.999999995
Eso es intrigante.	That is intriguing.	That's intriguing.	0.0	0.39999999520000007	NOUN VERB ADJ PUNCT	NOUN VERB ADJ PUNCT	100.00000000000004	0.999999995
¿Quieres decir que ocultas intencionalmente tu belleza?	You are saying you intentionally hide your good looks?	You mean you intentionally hide your beauty?	29.797147054518835	0.6249999950781252	NOUN VERB VERB X X VERB X X X X	INTJ VERB X X VERB NOUN NOUN PUNCT	28.46946938149361	0.49999999531250006
Yo no tengo una cuenta en estos foros.	I do not have an account in these forums.	I don't have an account in these forums.	67.16877364745231	0.823529406782007	PRON AUX ADV VERB X X X X X X	PRON AUX ADV VERB DET NOUN X X X X	52.53819788848316	0.8333333284722222
